,name,city,country,region,iso,iata,icao,lat,lon
1229,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,Europe & Central Asia,ESP,MAD,LEMD,40.471926,-3.56264
1230,Málaga Airport,Malaga,Spain,Europe & Central Asia,ESP,AGP,LEMG,36.67490005493164,-4.499110221862793
1231,Menorca Airport,Menorca,Spain,Europe & Central Asia,ESP,MAH,LEMH,39.86259841918945,4.218649864196777
1234,Pamplona Airport,Pamplona,Spain,Europe & Central Asia,ESP,PNA,LEPP,42.77000045776367,-1.6463299989700317
1236,Reus Air Base,Reus,Spain,Europe & Central Asia,ESP,REU,LERS,41.14739990234375,1.1671700477600098
1238,Salamanca Airport,Salamanca,Spain,Europe & Central Asia,ESP,SLM,LESA,40.95209884643555,-5.501989841461182
1242,San Sebastian Airport,San Sebastian,Spain,Europe & Central Asia,ESP,EAS,LESO,43.35649871826172,-1.7906099557876587
1243,Santiago de Compostela Airport,Santiago,Spain,Europe & Central Asia,ESP,SCQ,LEST,42.89630126953125,-8.415140151977539
1246,Valencia Airport,Valencia,Spain,Europe & Central Asia,ESP,VLC,LEVC,39.4893,-0.481625
1247,Valladolid Airport,Valladolid,Spain,Europe & Central Asia,ESP,VLL,LEVD,41.7061004639,-4.85194015503
1250,Vigo Airport,Vigo,Spain,Europe & Central Asia,ESP,VGO,LEVX,42.2318000793457,-8.62677001953125
1251,Santander Airport,Santander,Spain,Europe & Central Asia,ESP,SDR,LEXJ,43.427101135253906,-3.82000994682312
1252,Zaragoza Air Base,Zaragoza,Spain,Europe & Central Asia,ESP,ZAZ,LEZG,41.66619873046875,-1.0415500402450562
1253,Sevilla Airport,Sevilla,Spain,Europe & Central Asia,ESP,SVQ,LEZL,37.417999267578125,-5.8931097984313965
1262,Agen-La Garenne Airport,Agen,France,Europe & Central Asia,FRA,AGF,LFBA,44.17470169067383,0.5905560255050659
1264,Bordeaux-Mérignac Airport,Bordeaux,France,Europe & Central Asia,FRA,BOD,LFBD,44.8283004761,-0.715556025505
1265,Bergerac-Roumanière Airport,Bergerac,France,Europe & Central Asia,FRA,EGC,LFBE,44.82529830932617,0.5186110138893127
1268,Poitiers-Biard Airport,Poitiers,France,Europe & Central Asia,FRA,PIS,LFBI,46.58769989013672,0.30666598677635193
1270,Limoges Airport,Limoges,France,Europe & Central Asia,FRA,LIG,LFBL,45.86280059814453,1.1794400215148926
1273,Toulouse-Blagnac Airport,Toulouse,France,Europe & Central Asia,FRA,TLS,LFBO,43.629101,1.36382
1274,Pau Pyrénées Airport,Pau,France,Europe & Central Asia,FRA,PUF,LFBP,43.380001068115234,-0.41861099004745483
1276,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,Europe & Central Asia,FRA,LDE,LFBT,43.1786994934082,-0.006438999902456999
1277,Angoulême-Brie-Champniers Airport,Angouleme,France,Europe & Central Asia,FRA,ANG,LFBU,45.72919845581055,0.22145600616931915
1278,Brive Souillac Airport,Brive,France,Europe & Central Asia,FRA,BVE,LFSL,45.039722,1.485556
1279,Périgueux-Bassillac Airport,Perigueux,France,Europe & Central Asia,FRA,PGX,LFBX,45.19810104370117,0.815555989742279
1280,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,Europe & Central Asia,FRA,BIQ,LFBZ,43.4683333,-1.5311111
1285,Castres-Mazamet Airport,Castres,France,Europe & Central Asia,FRA,DCM,LFCK,43.55630111694336,2.289180040359497
1289,Rodez-Marcillac Airport,Rodez,France,Europe & Central Asia,FRA,RDZ,LFCR,44.407901763916016,2.4826700687408447
1309,Dole-Tavaux Airport,Dole,France,Europe & Central Asia,FRA,DLE,LFGJ,47.042686,5.435063
1313,Le Puy-Loudes Airport,Le Puy,France,Europe & Central Asia,FRA,LPY,LFHP,45.0806999206543,3.762890100479126
1320,Metz-Nancy-Lorraine Airport,Metz,France,Europe & Central Asia,FRA,ETZ,LFJL,48.9821014404,6.25131988525
1321,Bastia-Poretta Airport,Bastia,France,Europe & Central Asia,FRA,BIA,LFKB,42.55270004272461,9.48373031616211
1322,Calvi-Sainte-Catherine Airport,Calvi,France,Europe & Central Asia,FRA,CLY,LFKC,42.5244444,8.7930556
1323,Figari Sud-Corse Airport,Figari,France,Europe & Central Asia,FRA,FSC,LFKF,41.5005989074707,9.097780227661133
1324,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,Europe & Central Asia,FRA,AJA,LFKJ,41.92359924316406,8.8029203414917
1330,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,Europe & Central Asia,FRA,CFE,LFLC,45.7867012024,3.1691699028
1335,Lyon Saint-Exupéry Airport,Lyon,France,Europe & Central Asia,FRA,LYS,LFLL,45.725556,5.081111
1344,Aurillac Airport,Aurillac,France,Europe & Central Asia,FRA,AUR,LFLW,44.89139938354492,2.4219400882720947
1350,Saint-Étienne-Bouthéon Airport,St-Etienne,France,Europe & Central Asia,FRA,EBU,LFMH,45.54059982299805,4.296390056610107
9543,Ogden Hinckley Airport,Ogden,United States,North America,USA,OGD,KOGD,41.195899963379,-112.0120010376
1352,Carcassonne Airport,Carcassonne,France,Europe & Central Asia,FRA,CCF,LFMK,43.21599960327149,2.3063199520111084
1353,Marseille Provence Airport,Marseille,France,Europe & Central Asia,FRA,MRS,LFML,43.439271922,5.22142410278
1354,Nice-Côte d'Azur Airport,Nice,France,Europe & Central Asia,FRA,NCE,LFMN,43.6584014893,7.215869903560001
1356,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,Europe & Central Asia,FRA,PGF,LFMP,42.74039840698242,2.8706700801849365
1359,Montpellier-Méditerranée Airport,Montpellier,France,Europe & Central Asia,FRA,MPL,LFMT,43.57619857788086,3.96301007270813
1360,Béziers-Vias Airport,Beziers,France,Europe & Central Asia,FRA,BZR,LFMU,43.32350158691406,3.3538999557495117
1361,Avignon-Caumont Airport,Avignon,France,Europe & Central Asia,FRA,AVN,LFMV,43.90729904174805,4.901830196380615
1367,Paris Beauvais Tillé Airport,Beauvais,France,Europe & Central Asia,FRA,BVA,LFOB,49.45439910888672,2.1127800941467285
1371,Le Havre Octeville Airport,Le Havre,France,Europe & Central Asia,FRA,LEH,LFOH,49.53390121459961,0.08805599808692932
1374,Châlons-Vatry Airport,Chalons,France,Europe & Central Asia,FRA,XCR,LFOK,48.7733333333,4.206111111
1376,Tours-Val-de-Loire Airport,Tours,France,Europe & Central Asia,FRA,TUF,LFOT,47.4322013855,0.727605998516
1382,Charles de Gaulle International Airport,Paris,France,Europe & Central Asia,FRA,CDG,LFPG,49.012798,2.55
1386,Paris-Orly Airport,Paris,France,Europe & Central Asia,FRA,ORY,LFPO,48.7233333,2.3794444
1399,Lille-Lesquin Airport,Lille,France,Europe & Central Asia,FRA,LIL,LFQQ,50.563332,3.086886
1403,Brest Bretagne Airport,Brest,France,Europe & Central Asia,FRA,BES,LFRB,48.447898864746094,-4.418540000915527
1405,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,Europe & Central Asia,FRA,DNR,LFRD,48.58769989013672,-2.0799601078033447
1408,Deauville-Saint-Gatien Airport,Deauville,France,Europe & Central Asia,FRA,DOL,LFRG,49.3652992249,0.154305994511
1409,Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,Europe & Central Asia,FRA,LRT,LFRH,47.76060104370117,-3.440000057220459
1412,Caen-Carpiquet Airport,Caen,France,Europe & Central Asia,FRA,CFR,LFRK,49.173301696777344,-0.44999998807907104
1415,Rennes-Saint-Jacques Airport,Rennes,France,Europe & Central Asia,FRA,RNS,LFRN,48.069499969499994,-1.73478996754
1416,Lannion-Côte de Granit Airport,Lannion,France,Europe & Central Asia,FRA,LAI,LFRO,48.754398,-3.47166
1417,Quimper-Cornouaille Airport,Quimper,France,Europe & Central Asia,FRA,UIP,LFRQ,47.974998474121094,-4.167789936065674
1418,Nantes Atlantique Airport,Nantes,France,Europe & Central Asia,FRA,NTE,LFRS,47.153198242200006,-1.61073005199
1423,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,Europe & Central Asia,FRA,BSL,LFSB,47.59,7.5291667
1425,Dijon-Bourgogne Airport,Dijon,France,Europe & Central Asia,FRA,DIJ,LFSD,47.268902,5.09
1435,Strasbourg Airport,Strasbourg,France,Europe & Central Asia,FRA,SXB,LFST,48.538299560546875,7.628230094909668
1438,Toulon-Hyères Airport,Hyeres,France,Europe & Central Asia,FRA,TLN,LFTH,43.0973014832,6.14602994919
1439,Nîmes-Arles-Camargue Airport,Nimes,France,Europe & Central Asia,FRA,FNI,LFTW,43.75740051269531,4.4163498878479
1441,St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,North America,,FSP,LFVP,46.762901306152344,-56.173099517822266
1446,Dimokritos Airport,Alexandroupolis,Greece,Europe & Central Asia,GRC,AXD,LGAL,40.855899810791016,25.956300735473633
1448,Nea Anchialos Airport,Nea Anghialos,Greece,Europe & Central Asia,GRC,VOL,LGBL,39.219600677490234,22.794300079345703
1450,Chios Island National Airport,Chios,Greece,Europe & Central Asia,GRC,JKH,LGHI,38.34320068359375,26.140600204467773
1451,Ioannina Airport,Ioannina,Greece,Europe & Central Asia,GRC,IOA,LGIO,39.6963996887207,20.822500228881836
1452,Heraklion International Nikos Kazantzakis Airport,Heraklion,Greece,Europe & Central Asia,GRC,HER,LGIR,35.3396987915,25.180299758900002
1453,Kastoria National Airport,Kastoria,Greece,Europe & Central Asia,GRC,KSO,LGKA,40.4463005066,21.2821998596
1454,Kithira Airport,Kithira,Greece,Europe & Central Asia,GRC,KIT,LGKC,36.2742996216,23.0170001984
1455,Kefallinia Airport,Keffallinia,Greece,Europe & Central Asia,GRC,EFL,LGKF,38.12009811401367,20.500499725341797
1456,Kalamata Airport,Kalamata,Greece,Europe & Central Asia,GRC,KLX,LGKL,37.06829833984375,22.02549934387207
1458,Kos Airport,Kos,Greece,Europe & Central Asia,GRC,KGS,LGKO,36.79330062866211,27.091699600219727
1459,Karpathos Airport,Karpathos,Greece,Europe & Central Asia,GRC,AOK,LGKP,35.4213981628418,27.145999908447266
1460,Ioannis Kapodistrias International Airport,Kerkyra/corfu,Greece,Europe & Central Asia,GRC,CFU,LGKR,39.601898193359375,19.911699295043945
1461,Kasos Airport,Kasos,Greece,Europe & Central Asia,GRC,KSJ,LGKS,35.4213981628,26.909999847399998
1462,Alexander the Great International Airport,Kavala,Greece,Europe & Central Asia,GRC,KVA,LGKV,40.913299560546875,24.619199752807617
1464,Leros Airport,Leros,Greece,Europe & Central Asia,GRC,LRS,LGLE,37.184898,26.800301
1465,Limnos Airport,Limnos,Greece,Europe & Central Asia,GRC,LXS,LGLM,39.917098999,25.236299514799995
1468,Mikonos Airport,Mykonos,Greece,Europe & Central Asia,GRC,JMK,LGMK,37.43510055541992,25.348100662231445
1469,Mytilene International Airport,Mytilini,Greece,Europe & Central Asia,GRC,MJT,LGMT,39.0567016602,26.5983009338
1470,Aktion National Airport,Preveza,Greece,Europe & Central Asia,GRC,PVK,LGPZ,38.925498962402344,20.765300750732422
1472,Diagoras Airport,Rhodos,Greece,Europe & Central Asia,GRC,RHO,LGRP,36.405399322509766,28.086200714111328
1473,Araxos Airport,Patras,Greece,Europe & Central Asia,GRC,GPA,LGRX,38.1511,21.4256
1474,Chania International Airport,Chania,Greece,Europe & Central Asia,GRC,CHQ,LGSA,35.531700134277344,24.149700164794922
1475,Skiathos Island National Airport,Skiathos,Greece,Europe & Central Asia,GRC,JSI,LGSK,39.177101135253906,23.503700256347656
1476,Samos Airport,Samos,Greece,Europe & Central Asia,GRC,SMI,LGSM,37.689998626708984,26.911699295043945
1479,Santorini Airport,Thira,Greece,Europe & Central Asia,GRC,JTR,LGSR,36.399200439453125,25.479299545288086
1480,Sitia Airport,Sitia,Greece,Europe & Central Asia,GRC,JSH,LGST,35.21609878540039,26.101299285888672
1482,Skiros Airport,Skiros,Greece,Europe & Central Asia,GRC,SKU,LGSY,38.9676017761,24.4871997833
1486,Thessaloniki Macedonia International Airport,Thessaloniki,Greece,Europe & Central Asia,GRC,SKG,LGTS,40.51969909667969,22.97089958190918
1488,"Zakynthos International Airport ""Dionysios Solomos""",Zakynthos,Greece,Europe & Central Asia,GRC,ZTH,LGZA,37.7509,20.8843
1489,Budapest Liszt Ferenc International Airport,Budapest,Hungary,Europe & Central Asia,HUN,BUD,LHBP,47.42976,19.261093
1490,Debrecen International Airport,Debrecen,Hungary,Europe & Central Asia,HUN,DEB,LHDC,47.48889923095703,21.615299224853516
1501,Bari Karol Wojtyła Airport,Bari,Italy,Europe & Central Asia,ITA,BRI,LIBD,41.138901,16.760599
1505,Pescara International Airport,Pescara,Italy,Europe & Central Asia,ITA,PSR,LIBP,42.431702,14.1811
1506,Brindisi – Salento Airport,Brindisi,Italy,Europe & Central Asia,ITA,BDS,LIBR,40.6576,17.947001
1508,Lamezia Terme Airport,Lamezia,Italy,Europe & Central Asia,ITA,SUF,LICA,38.905399,16.2423
1509,Catania-Fontanarossa Airport,Catania,Italy,Europe & Central Asia,ITA,CTA,LICC,37.466801,15.0664
1510,Lampedusa Airport,Lampedusa,Italy,Europe & Central Asia,ITA,LMP,LICD,35.497898,12.6181
1511,Pantelleria Airport,Pantelleria,Italy,Europe & Central Asia,ITA,PNL,LICG,36.816502,11.9689
1512,Falcone–Borsellino Airport,Palermo,Italy,Europe & Central Asia,ITA,PMO,LICJ,38.175999,13.091
1514,Reggio Calabria Airport,Reggio Calabria,Italy,Europe & Central Asia,ITA,REG,LICR,38.071201,15.6516
1515,Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,Europe & Central Asia,ITA,TPS,LICT,37.9114,12.488
1517,Alghero-Fertilia Airport,Alghero,Italy,Europe & Central Asia,ITA,AHO,LIEA,40.632099,8.29077
1519,Cagliari Elmas Airport,Cagliari,Italy,Europe & Central Asia,ITA,CAG,LIEE,39.251499,9.05428
1520,Olbia Costa Smeralda Airport,Olbia,Italy,Europe & Central Asia,ITA,OLB,LIEO,40.898701,9.51763
1524,Malpensa International Airport,Milano,Italy,Europe & Central Asia,ITA,MXP,LIMC,45.6306,8.72811
1525,Il Caravaggio International Airport,Bergamo,Italy,Europe & Central Asia,ITA,BGY,LIME,45.673901,9.70417
1526,Turin Airport,Torino,Italy,Europe & Central Asia,ITA,TRN,LIMF,45.200802,7.64963
1528,Genoa Cristoforo Colombo Airport,Genoa,Italy,Europe & Central Asia,ITA,GOA,LIMJ,44.4133,8.8375
1529,Milano Linate Airport,Milan,Italy,Europe & Central Asia,ITA,LIN,LIML,45.445099,9.27674
1531,Parma Airport,Parma,Italy,Europe & Central Asia,ITA,PMF,LIMP,44.824501,10.2964
1534,Cuneo International Airport,Cuneo,Italy,Europe & Central Asia,ITA,CUF,LIMZ,44.547001,7.62322
1536,Bolzano Airport,Bolzano,Italy,Europe & Central Asia,ITA,BZO,LIPB,46.460201,11.3264
1538,Bologna Guglielmo Marconi Airport,Bologna,Italy,Europe & Central Asia,ITA,BLQ,LIPE,44.5354,11.2887
1539,Treviso-Sant'Angelo Airport,Treviso,Italy,Europe & Central Asia,ITA,TSF,LIPH,45.648399,12.1944
1545,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,Europe & Central Asia,ITA,TRS,LIPQ,45.827499,13.4722
1546,Federico Fellini International Airport,Rimini,Italy,Europe & Central Asia,ITA,RMI,LIPR,44.020302,12.6117
9739,Napakiak Airport,Napakiak,United States,North America,USA,WNA,PANA,60.69029998779297,-161.97900390625
1550,Verona Villafranca Airport,Villafranca,Italy,Europe & Central Asia,ITA,VRN,LIPX,45.395699,10.8885
1551,Venice Marco Polo Airport,Venice,Italy,Europe & Central Asia,ITA,VCE,LIPZ,45.505299,12.3519
9744,Napaskiak Airport,Napaskiak,United States,North America,USA,PKA,PAPK,60.70289993,-161.7779999
1553,Ciampino–G. B. Pastine International Airport,Rome,Italy,Europe & Central Asia,ITA,CIA,LIRA,41.7994,12.5949
1555,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,Europe & Central Asia,ITA,FCO,LIRF,41.8002778,12.2388889
1558,Marina Di Campo Airport,Marina Di Campo,Italy,Europe & Central Asia,ITA,EBA,LIRJ,42.7603,10.2394
1561,Naples International Airport,Naples,Italy,Europe & Central Asia,ITA,NAP,LIRN,40.886002,14.2908
1562,Pisa International Airport,Pisa,Italy,Europe & Central Asia,ITA,PSA,LIRP,43.683899,10.3927
1563,Peretola Airport,Florence,Italy,Europe & Central Asia,ITA,FLR,LIRQ,43.810001,11.2051
1567,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,Italy,Europe & Central Asia,ITA,PEG,LIRZ,43.095901,12.5132
1569,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,Europe & Central Asia,SVN,LJU,LJLJ,46.223701,14.4576
9768,Tingo Maria Airport,Tingo Maria,Peru,Latin America & Caribbean,PER,TGI,SPGM,-9.133000373840332,-75.94999694824219
1579,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,Europe & Central Asia,CZE,KLV,LKKV,50.202999114990234,12.914999961853027
9771,Cacoal Airport,Cacoal,Brazil,Latin America & Caribbean,BRA,OAL,SSKW,-11.496,-61.4508
1582,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,Europe & Central Asia,CZE,OSR,LKMT,49.6963005065918,18.111099243164062
9774,Mocopulli Airport,Castro,Chile,Latin America & Caribbean,CHL,MHC,SCPQ,-42.340388,-73.715693
1584,Pardubice Airport,Pardubice,Czech Republic,Europe & Central Asia,CZE,PED,LKPD,50.01340103149414,15.73859977722168
1587,Václav Havel Airport Prague,Prague,Czech Republic,Europe & Central Asia,CZE,PRG,LKPR,50.1008,14.26
1588,Brno-Tuřany Airport,Brno,Czech Republic,Europe & Central Asia,CZE,BRQ,LKTB,49.15129852294922,16.694400787353516
1590,Ben Gurion International Airport,Tel-aviv,Israel,Middle East & North Africa,ISR,TLV,LLBG,32.01139831542969,34.88669967651367
1594,Eilat Airport,Elat,Israel,Middle East & North Africa,ISR,ETH,LLET,29.56130027770996,34.96009826660156
1596,Haifa International Airport,Haifa,Israel,Middle East & North Africa,ISR,HFA,LLHA,32.80939865112305,35.04309844970703
1605,Sde Dov Airport,Tel-aviv,Israel,Middle East & North Africa,ISR,SDV,LLSD,32.11470031738281,34.78219985961914
1606,Malta International Airport,Malta,Malta,Middle East & North Africa,MLT,MLA,LMML,35.857498,14.4775
1609,Graz Airport,Graz,Austria,Europe & Central Asia,AUT,GRZ,LOWG,46.9911003112793,15.439599990844727
1610,Innsbruck Airport,Innsbruck,Austria,Europe & Central Asia,AUT,INN,LOWI,47.260201,11.344
1611,Linz Hörsching Airport,Linz,Austria,Europe & Central Asia,AUT,LNZ,LOWL,48.2332,14.1875
1612,Salzburg Airport,Salzburg,Austria,Europe & Central Asia,AUT,SZG,LOWS,47.7933006287,13.0043001175
1613,Vienna International Airport,Vienna,Austria,Europe & Central Asia,AUT,VIE,LOWW,48.110298156738,16.569700241089
1617,Santa Maria Airport,Santa Maria (island),Portugal,Europe & Central Asia,PRT,SMA,LPAZ,36.97140121459961,-25.17060089111328
1625,Flores Airport,Flores,Portugal,Europe & Central Asia,PRT,FLW,LPFL,39.455299377441406,-31.131399154663086
1626,Faro Airport,Faro,Portugal,Europe & Central Asia,PRT,FAO,LPFR,37.0144004822,-7.96590995789
1627,Graciosa Airport,Graciosa Island,Portugal,Europe & Central Asia,PRT,GRW,LPGR,39.09220123291016,-28.029800415039062
1628,Horta Airport,Horta,Portugal,Europe & Central Asia,PRT,HOR,LPHR,38.519901275634766,-28.715900421142578
1629,Lajes Airport,Lajes (terceira Island),Portugal,Europe & Central Asia,PRT,TER,LPLA,38.761799,-27.090799
9824,Tazadit Airport,Zouerat,Mauritania,Sub-Saharan Africa,MRT,OUZ,GQPZ,22.75639915466309,-12.483599662780762
1633,João Paulo II Airport,Ponta Delgada,Portugal,Europe & Central Asia,PRT,PDL,LPPD,37.7411994934,-25.6979007721
9826,Akwa Ibom International Airport,Uyo,Nigeria,Sub-Saharan Africa,NGA,QUO,DNAI,4.8725,8.093
1634,Pico Airport,Pico,Portugal,Europe & Central Asia,PRT,PIX,LPPI,38.554298,-28.441299
1636,Francisco de Sá Carneiro Airport,Porto,Portugal,Europe & Central Asia,PRT,OPO,LPPR,41.2481002808,-8.68138980865
9829,Mbeya Airport,Mbeya,Tanzania,Sub-Saharan Africa,TZA,\N,HTMB,-8.919444,33.463889
1638,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,Europe & Central Asia,PRT,LIS,LPPT,38.7813,-9.13592
1639,São Jorge Airport,Sao Jorge Island,Portugal,Europe & Central Asia,PRT,SJZ,LPSJ,38.66550064086914,-28.175800323486328
9828,Kasama Airport,Kasama,Zambia,Sub-Saharan Africa,ZMB,KAA,FLKS,-10.216699600219728,31.13330078125
1637,Porto Santo Airport,Porto Santo,Portugal,Europe & Central Asia,PRT,PXO,LPPS,33.0733985901,-16.3500003815
1645,Mostar International Airport,Mostar,Bosnia and Herzegovina,Europe & Central Asia,BIH,OMO,LQMO,43.282901763916016,17.84589958190918
1646,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,Europe & Central Asia,BIH,SJJ,LQSA,43.82460021972656,18.331499099731445
1647,Arad International Airport,Arad,Romania,Europe & Central Asia,ROU,ARW,LRAR,46.17660140991211,21.261999130249023
1649,Tautii Magheraus Airport,Baia Mare,Romania,Europe & Central Asia,ROU,BAY,LRBM,47.65840148925781,23.469999313354492
1651,Mihail Kogălniceanu International Airport,Constanta,Romania,Europe & Central Asia,ROU,CND,LRCK,44.36220169067383,28.488300323486328
1652,Cluj-Napoca International Airport,Cluj-napoca,Romania,Europe & Central Asia,ROU,CLJ,LRCL,46.78519821166992,23.686199188232422
9844,Anshan Air Base,Anshan,China,East Asia & Pacific,CHN,AOG,ZYAS,41.105301,122.853996
9843,Jiuhuashan Airport,Chizhou,China,East Asia & Pacific,CHN,JUH,ZSJH,30.7403,117.6856
9846,Zunyi Xinzhou Airport,Zunyi,China,East Asia & Pacific,CHN,ZYI,ZUZY,27.5895,107.0007
9845,Saertu Airport,Daqing,China,East Asia & Pacific,CHN,DQA,ZYDQ,46.7463888889,125.140555556
9848,Lindu Airport,Yinchun,China,East Asia & Pacific,CHN,LDS,ZYLD,47.7520555556,129.019125
9849,Anshun Huangguoshu Airport,Anshun,China,East Asia & Pacific,CHN,AVA,ZUAS,26.2605555556,105.873333333
1657,Henri Coandă International Airport,Bucharest,Romania,Europe & Central Asia,ROU,OTP,LROP,44.5711111,26.085
1658,Sibiu International Airport,Sibiu,Romania,Europe & Central Asia,ROU,SBZ,LRSB,45.78559875488281,24.091299057006836
1659,Satu Mare Airport,Satu Mare,Romania,Europe & Central Asia,ROU,SUJ,LRSM,47.70330047607422,22.885700225830078
1656,Oradea International Airport,Oradea,Romania,Europe & Central Asia,ROU,OMR,LROD,47.025299072265625,21.90250015258789
1662,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,Europe & Central Asia,ROU,TGM,LRTM,46.46770095825195,24.412500381469727
1655,Iaşi Airport,Iasi,Romania,Europe & Central Asia,ROU,IAS,LRIA,47.17850112915039,27.6205997467041
1665,Geneva Cointrin International Airport,Geneva,Switzerland,Europe & Central Asia,CHE,GVA,LSGG,46.23809814453125,6.108950138092041
1663,Timişoara Traian Vuia Airport,Timisoara,Romania,Europe & Central Asia,ROU,TSR,LRTR,45.80989837646485,21.337900161743164
